Artist,Title,Lyrics,Mood
Rob Zombie,Superbeast,"Shriek the lips
Across ragged tongue
Convulsing together, sing
Violently move the jaw
Cry aloud bound up the dead
Triumphantly
The ragged they come and
The ragged they kill!
You pray so hard on bloody knees.
The ragged they come and
The ragged they kill!
Down in the cool air I can see.
Hey yeah I'm the one that you wanted
Hey yeah I'm your superbeast
Hey yeah I'm the one that you wanted
Hey, yeah I'm your superbeast
Stir the limbs across the wrist,
Full possession of memory.
Bury me as a dog,
Icy hands surrounding me.
The ragged they come and
The ragged they kill!
You pray so hard on bloody knees.
The ragged they come and
The ragged they kill!
Down in the cool air I can see.
Hey, yeah I'm the one that you wanted
Hey, yeah I'm your superbeast
Hey, yeah I'm the one that you wanted
Hey, yeah I'm your superbeast
Shriek the lips
Across ragged tongue,
Convulsing together sing
Violently, move the jaw
Cry aloud bound up the dead
Triumphantly
The ragged they come and
The ragged they kill!
You pray so hard on bloody knees.
The ragged they come and
The ragged they kill!
Down in the cool air I can see.
Hey, yeah I'm the one that you wanted
Hey, yeah I'm your superbeast
Hey, yeah I'm the one that you wanted
Hey, yeah I'm your superbeast",sad
Pearl Jam,Why Go,"She scratches a letter
Into a wall, made of stone
Maybe someday
Another child
Won't feel as alone as she does
It's been two years
And counting
Since they put her in this place
She's been diagnosed
By some stupid fuck
And mommy agrees

Why go home?
Why go home?
Why go home...

She seems to be stronger
But what they want her to be is weak
She could play pretend
She could join the game, boy
She could be another clone

Why go home?
Why go home?
Why go home?
Why go home?
What you taught me
Put me here
Don't come visit
Mother

Why go home?
Why go home?
Why go home?
Why go home?
What you taught me
Put me here
Don't come visit
Mother

Why go home?
[repeat...out]
",relaxed
Scorpions,Rock You Like A Hurricane,"It's early morning
The sun comes out
Last night was shaking
And pretty loud
My cat is purring
It scratches my skin
So what is wrong
With another sin?
The bitch is hungry
She needs to tell
So give her inches
And feed her well
More days to come
New places to go
I've got to leave
It's time for a show

Here I am, rock you like a hurricane
Here I am, rock you like a hurricane

My body is burning
It starts to shout
Desire is coming
It breaks out loud
Lust is in cages
Till storm breaks loose
Just have to make it
With someone I choose
The night is calling
I have to go
The wolf is hungry
He runs the show
He's licking his lips
He's ready to win
On the hunt tonight
For love at first sting

Here I am
Rock you like a hurricane (Are you ready, baby?)
Here I am
Rock you like a hurricane
Here I am
Rock you like a hurricane (Come on, come on, baby)
Here I am
Rock you like a hurricane

Rock you like a hurricane

It's early morning
The sun comes out
Last night was shaking
And pretty loud
My cat is purring
It scratches my skin
So what is wrong
With another sin?

The night is calling
I have to go
The wolf is hungry
He runs the show
He's licking his lips
He's ready to win
On the hunt tonight
For love at first sting

Here I am
Rock you like a hurricane (Are you ready, baby?)
Here I am
Rock you like a hurricane
Here I am
Rock you like a hurricane (Come on, come on, come on, come on)
Here I am
Rock you like a hurricane
",angry
Nine Inch Nails,Terrible Lie,"why are you doing this to me?
Am I not living up to what I'm supposed to be?
Why am I seething with this animosity?
(Hey god) I think you owe me a great big apology
Terrible lie
Terrible lie
Terrible lie
Terrible lie
I really don't know what you mean
Seems like salvation comes only in our dreams
I feel my hatred grow all the more extreme
(Hey god) can this world really be as sad as it seems?
Terrible lie
Terrible lie
Terrible lie
Terrible lie
Don't take it away from me, I need you to hold on to
Don't take it away from me, I need you to hold on to
Don't take it away from me, I need you to hold on to
Don't take it away from me, I need someone to hold on to
Don't tear it away from me, I need you to hold on to
Don't tear it away from me, I need you to someone on to
Don't tear it away from me, I need you to hold on to
Don't tear it, don't tear it, don't tear it, don't tear it, don't
there's nothing left for me to hide
I lost my ignorance, security and pride
I'm all alone in a world you must despise
(Hey god) I believed the promises, your promises and lies
Terrible lie
Terrible lie
Terrible lie
Terrible lie
Terrible lie
You made me throw it all away, my morals left to decay (terrible lie)
How many you betray you've taken everything (terrible lie)
My head is filled with disease, my skin is begging you please (terrible lie)
I'm on my hands and knees, I want so much to believe
I give you everything my sweet everything
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
",angry
Stone Temple Pilots,Wicked Garden,"Can you see like a child?
Can you see what I want?
I wanna run through your wicked garden
Heard that's the place to find you
Cause I'm alive
So alive now
I know the darkness blinds you

Can you see without eyes?
Can you speak without lies?
I wanna drink from you naked fountain
I can drown your sorrows
I'm gonna burn
Burn you to life now
Out of the chains that bind you

Can you see just like a child?
Can you see just what I want?
Can I bring you back to life?
Are you scared of life?

Burn, burn, burn
Burn your wicked garden down
Burn, burn, burn
Burn your wicked garden to the ground

Can you feel pain inside?
Can you love?
Can you cry?
I wanna run through your wicked garden
Heard that's the place to find you
But I'm alive
So alive now
Out of the dark that blinds you

Can you see just like a child?
Can you see just what I want?
Can I bring you back to life?
Are you scared of life?

Burn, burn, burn
Burn your wicked garden down
Burn, burn, burn
Burn your wicked garden to the ground",angry
Smashing Pumpkins,Bullet With Butterfly Wings,"The world is a vampire, sent to drain
Secret destroyers, hold you up to the flames
And what do I get, for my pain?
Betrayed desires, and a piece of the game

Even though I know - I suppose I'll show
All my cool and cold - like old Job

Despite all my rage I am still just a rat in a cage
Despite all my rage I am still just a rat in a cage
Then someone will say what is lost can never be saved
Despite all my rage I am still just a rat in a cage

Now I'm naked, nothing but an animal
But can you fake it, for just one more show?
And what do you want?
I want to change
And what have you got, when you feel the same?

Even though I know - I suppose I'll show
All my cool and cold - like old Job

Despite all my rage I am still just a rat in a cage
Despite all my rage I am still just a rat in a cage
Then someone will say what is lost can never be saved
Despite all my rage I am still just a rat in a cage

Tell me I'm the only one
Tell me there's no other one
Jesus was the only son, yeah
Tell me I'm the chosen one
Jesus was the only son for you

Despite all my rage I am still just a rat in a cage
Despite all my rage I am still just a rat in a cage
And someone will say what is lost can never be saved
Despite all my rage I am still just a rat in a cage

Despite all my rage I am still just a rat in a
Despite all my rage I am still just a rat in a
Despite all my rage I am still just a rat in a cage

Tell me I'm the only one
Tell me there's no other one
Jesus was the only son for you

And I still believe that I cannot be saved
And I still believe that I cannot be saved
And I still believe that I cannot be saved
And I still believe that I cannot be saved",angry
Nirvana,Come As You Are,"Come as you are, as you were
As I want you to be
As a friend, as a friend
As an known enemy
Take your time, hurry up
The choice is yours, don't be late
Take a rest as a friend
As an old
Memoria, memoria
Memoria, memoria
Come doused in mud, soaked in bleach
As I want you to be
As a trend, as a friend
As an old
Memoria, memoria
Memoria, memoria
And I swear that I don't have a gun
No I don't have a gun
No I don't have a gun
Memoria, memoria
Memoria, memoria
(No I don't have a gun)
And I swear that I don't have a gun
No I don't have a gun
No I don't have a gun
No I don't have a gun
No I don't have a gun",angry
Black Sabbath,War Pigs,"Generals gathered in their masses,
just like witches at black masses.
Evil minds that plot destruction,
sorcerer of death's construction.
In the fields the bodies burning,
as the war machine keeps turning.
Death and hatred to mankind,
poisoning their brainwashed minds...Oh lord yeah!

Politicians hide themselves away
They only started the war
Why should they go out to fight?
They leave that role to the poor

Time will tell on their power minds
Making war just for fun
Treating people just like pawns in chess
Wait `till their judgement day comes, yeah!

Now in darkness, world stops turning,
ashes where the bodies burning.
No more war pigs have the power,
hand of god has struck the hour.
Day of judgement, god is calling,
on their knees the war pigs crawling.
Begging mercy for their sins,
Satan, laughing, spreads his wings...Oh lord, yeah!",angry
Korn,Everything I've Known,"Away, I see it's going down
Today, Hoping in time,
Will bury all this pain
And will awake something inside

We pushed our buttons far inside
We tear our hearts out
then we fight

Hey, I know feels like I lost everything
That I've known, I cannot survive alone
It feels like I lost everything that I've known

Our lives, were good in everyway
Too late, time after time
Our love just turned to hate
but we stayed by each others side

We pushed our buttons far inside
We tear our hearts out
then we fight

Hey, I know feels like I lost everything
That I've known, I cannot survive alone
It feels like I lost everything that I've known

I keep holding on, I feel I'm where I belong
Everytime we fight, it feels so wrong
I feel so enslaved by my pride
Then we meet again

We pushed our buttons far inside
We tear our hearts out
then we fight

Hey, I know feels like I lost everything
That I've known, I cannot survive alone
It feels like I lost everything that I've known",angry
Disturbed,Indestructible,"Another mission
The powers have called me away
Another time
To carry the colors again
My motivation
An oath I've sworn to defend
To win the honor
Of coming back home again
No explanation
Will matter after we begin
Unlock the dark destroyer that's buried in me
My true vocation
And now my unfortunate friend
You will discover
A war you're unable to win
I'll have you know
That I've become
Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war
Another reason
Another cause for me to fight
Another fuse uncovered
Now, for me to light
My dedication
To all that I've sworn to protect
I carry out my orders
With not a regret
A declaration
Embedded deep under my skin
A permanent reminder
Of how we began
No hesitation
When I am commanding the strike
You need to know
That you're in for the fight of your life
You will be shown
How I've become
Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war
I'm...
Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war
Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war",angry
Three Days Grace,Riot,"If you feel so empty
So used up, so let down
If you feel so angry
So ripped off, so stepped on
You're not the only one
Refusing to back down
You're not the only one
So get up
Let's start a riot, a riot
Let's start a riot
Let's start a riot, a riot
Let's start a riot
If you feel so filthy
So dirty, so fucked up
If you feel so walked on
So painful, so pissed off
You're not the only one
Refusing to go down
You're not the only one
So get up
Let's start a riot, a riot
Let's start a riot
Let's start a riot, a riot
Let's start a riot
If you feel so empty
So used up, so let down
If you feel so angry
Just get up
Let's start a riot, a riot
Let's start a riot
Let's start a riot, a riot
Let's start a riot
Let's start a riot, a riot
Let's start a riot
Let's start a riot, a riot
Let's start a riot
Let's start a riot, a riot
Let's start a riot",angry
Dierks Bentley,Free And Easy ,"Pair of boots and a sack of clothes
Free and easy down the road I go
Hanging memories on the high line poles
Free and easy down the road I go
Free and easy down the road I go
Ragweed's rocking on the radio
Free and easy down the road I go
So I keep rolling like an old banjo
Free and easy down the road I go
Got the sun shining on me like a big spotlight
So I know everything is gonna be alright
Ain't no telling where the wind might blow
Free and easy down the road I go
Living life like a Sunday stroll
Free and easy down the road I go
Free and easy down the road I go
If you only get to go around one time
I'm gonna sit back and try to enjoy the ride
I could make a million or wind up broke
Free and easy down the road I go
Can't take it with you when you go, so
Free and easy down the road I go
Someday I know it's gonna take me home, so
Free and easy down the road I go
Free and easy down the road I go",relaxed
Kenny Chesney,When The Sun Goes Down ,"Suntanned toes ticklin' the sand
Cold drink chillin' in my right hand
Watchin' you sleep in the evenin' light
Restin' up for a long, long night
'Cause when the sun goes down, we'll be groovin'
When the sun goes down, be feelin' alright
When the sun sinks down over the water
Everything gets hotter when the sun goes down, yeah
All day long just takin' it easy
Layin' in a hammock where it's nice and breezy
And sleepin' off the night before
'Cause when the sun goes down we'll be back for more
When the sun goes down we'll be groovin'
When the sun goes down we'll be feelin' alright
When the sun sinks down over the water
Everything gets hotter when the sun goes down
This old guitar and my dark sunglasses
This sweet concoction is smooth as molasses
Nothing to do but breathe all day
Until the big moon rises and it's time to play
When the sun goes down we'll be groovin'
When the sun goes down we'll be feelin' alright
When the sun sinks down over the water
(Sun sinks down)
Everything gets hotter when the sun goes down
(When the sun goes down)
When the sun goes down, we'll be groovin'
When the sun goes down, we'll be feelin' alright
When the sun sinks down over the water
Everything gets hotter when the sun goes down, yeah
When the sun goes down, we'll be groovin'
When the sun goes down, we'll be feelin' alright
When the sun sinks down over the water
Everything gets hotter when the sun goes down
When the sun goes down, we'll be groovin'
When the sun goes down, we'll be feelin' alright
When the sun sinks down over the water
She thinks cracker's sexy when the sun goes down
Umm, umm, umm
We'll be feelin' alright
When the sun sinks down over the water
Uncle Kenny's hotter when the sun goes down
When the sun goes down, we'll be groovin'
When the sun goes down, hey Uncle Kenny
When the sun goes down over the water
Everything is hotter when the sun goes down
When the sun",relaxed
Zac Brown Band,Free,"So we live out in our old van
Travel all across this land
Me and you

And we'll end up hand in hand
Somewhere down on the sand
Just me and you

Just as free
Free as we'll ever be
Just as free
Free as we'll ever be

We drive until the city lights
Dissolve into a country sky
Just me and you

Lay underneath the harvest moon
Do all the things that lovers do
Just me and you

Just as free
Free as we'll ever be
Just as free
Free as we'll ever be
And ever be

No we don't have a lot of money
No we don't have a lot of money
No we don't have a lot of money
No we don't have a lot of money
No we don't have a lot of money
No we don't have a lot of money
No we don't have a lot of money
All we need is love

We're free as we'll ever be
Just as free
Free as we'll ever be

So we live out in our old van
Travel all across this land
Me and you",relaxed
Frankie Ballard,Tell Me You Get Lonely,"I bet you're kickin' yourself for lettin' me walk away
Makin' yourself a list of things you wish you didn't say
Sitting by the phone hoping it's gonna ring
Tell me you get lonely when it's cold outside
Tell me that you're only barely gettin' by
I need to know it hurts every time that you hear my name
It ain't the same without me, girl
Tell me you get lonely
Sometimes you're up all night cryin' over me
You've gotta take off of work to catch up on your sleep
But that just don't work, now does it, baby
So tell me you get lonely when it's cold outside
Tell me that you're only barely gettin' by
I need to know it hurts every time that you hear my name
It ain't the same without me, girl
Tell me you get lonely
Tell me you get lonely, and I'll come back
All you've gotta do is call me, my bag's been packed
I'm dyin' of pride, but I want you to know
That I get lonely when it's cold outside
Baby, I'm only barely gettin' by
And it still hurts every time that I hear your name
It ain't the same without you, girl
Baby, I get lonely, yeah, I get lonely
Tell me you get lonely too
Tell me you get lonely",sad
Faith Hill,The Way You Love Me,"If I could grant you one wish
I'd wish you could see the way you kiss
Ooh, I love watching you baby
When you're driving me crazy
Ooh, I love the way you
Love the way you love me
There's nowhere else I'd rather be
Ooo, to feel the way I feel with your arms around me
I only wish that you could see the way you love me
Woh woh woh woh the way you love me
It's not right
It's not fair
What you're missing over there
Someday I'll find a way to show you
Just how lucky I am to know you
Ooh, I love the way you
Love the way you love me
There's nowhere else I'd rather be
Ooo, to feel the way I feel with your arms around me
I only wish that you could see the way you love me
Woh woh woh woh the way you love me
You're the million reasons why
There's love reflecting in my eyes
Ooh, I love the way you
Love the way you love me
There's nowhere else I'd rather be
Ooo, to feel the way I feel with your arms around me
I only wish that you could see the way you love me
Woh woh woh woh the way you love me
Woh woh woh woh the way you love me
Woh woh woh woh the way you love me
Ooh, the way you love me
The way you love me
Oh yeah
The way you love me
Woh woh woh woh the way you love me
Woh woh woh woh the way you love me
Woh woh woh woh the way you love me",happy
Blake Shelton,Home,"Another summer day has come and gone away
In Paris and Rome
But I want to go home

May be surrounded by a million people I
Still feel all alone
I want to go home
Oh, I miss you, you know

And I've been keeping all the letters
That I wrote to you
Each one a line or two
I'm fine baby, how are you

I would send 'em but I know
That it's just not enough
My words were cold and flat
And you deserve more than that

Another airplane, another sunny place
I'm lucky I know, but I wanna go home
I've got to go home

Let me go home
I'm just too far from where you are
I want to come home

And I feel just like I'm living someone else's life
It's like I just stepped outside
When everything was going right

And I know just why
You could not come along with me
This was not your dream
But you always believed in me

Another winter day has come and gone away
In even Paris and Rome
And I wanna go home
Let me go home

And I'm surrounded by a million people I
Still feel alone and I want to go home
Oh, I miss you, you know

Let me go home
I've had my run
Baby I'm done
I'm coming back home
Let me go home

It'll all be alright
I'll be home tonight
I'm coming back home
",relaxed
Josh Turner,Your Man,"Baby, lock the doors and turn the lights down low
Put some music on that's soft and slow
Baby, we ain't got no place to go
I hope you understand
I've been thinking 'bout this all day long
Never felt a feeling quite this strong
I can't believe how much it turns me on
Just to be your man
There's no hurry, don't you worry
We can take our time
Come a little closer, let's go over
What I had in mind
Baby, lock the doors and turn the lights down low
Put some music on that's soft and slow
Baby, we ain't got no place to go
I hope you understand
I've been thinking 'bout this all day long
Never felt a feeling quite this strong
I can't believe how much it turns me on
Just to be your man
Ain't nobody ever love nobody
The way that I love you
We're alone now
You don't know how long I've wanted to
Lock the doors and turn the lights down low
Put some music on that's soft and slow
Baby, we ain't got no place to go
I hope you understand
I've been thinking 'bout this all day long
Never felt a feeling quite this strong
I can't believe how much it turns me on
Just to be your man
I can't believe how much it turns me on
Just to be your man",relaxed
Alice Cooper,Welcome To My Nightmare,"Welcome to my nightmare, I think you're gonna like it, I think you're gonna feel you belong.
A nocturnal vacation, unnecessary sedation, you want to feel at home 'cause you belong.
Welcome to my nightmare whoa, ho, ho, ho...

Welcome to my breakdown.
I hope I didn't scare you.
That's just the way we are when we come down.
We sweat and laugh and scream here.
'Cause life is just a dream here.
You know inside you feel right at home, here.
Yeah, Welcome to my nightmare yeah, hey, hey, hey...

Welcome to my nightmare!
I think you're gonna like it!
I think you're gonna feel you belong!
We sweat and laugh and scream here!
'Cause life is just a dream here!
You know inside you feel right at home, here!

Welcome to my nightmare hoo, hoo, woo, hoo...
Welcome to my breakdown...

Yeah!
",angry
Led Zeppelin,Rock And Roll,"It's been a long time since I rock and rolled
It's been a long time since I did the Stroll
Oh let me get it back let me get it back
Let me get it back baby where I come from
It's been a long time been a long time
Been a long lonely lonely lonely lonely lonely time
Yes it has
It's been a long time since the book of love
I can't count the tears of a life with no love
Carry me back carry me back
Carry me back, baby, where I come from
It's been a long time, been a long time
Been a long lonely, lonely, lonely, lonely, lonely time
Seems so long since we walked in the moonlight
Making vows that just can't work right
Open your arms, opens your arms
Open your arms, baby, let my love come running in
It's been a long time, been a long time
Been a long lonely, lonely, lonely, lonely, lonely time",sad
Joan Jett & The Blackhearts,I Hate Myself For Loving You,"Midnight, gettin' uptight. Where are you?
You said you'd meet me, now it's quarter to two
I know I'm hangin' but I'm still wantin' you.
Hey, Jack, It's a fact they're talkin' in town.
I turn my back and you're messin' around.
I'm not really jealous, don't like lookin' like a clown.
I think of you every night and day.
You took my heart, then you took my pride away.
I hate myself for loving you.
Can't break free from the the things that you do.
I want to walk but I run back to you, that's why
I hate myself for loving you.
Daylight, spent the night without you.
But I've been dreamin' 'bout the lovin' you do.
I won't be as angry 'bout the hell you put me through.
Hey, man, bet you can treat me right.
You just don't know what you was missin' last night.
I want to see your face and say forget it just from spite.
I hate myself for loving you .
Can't break free from the the things that you do.
I want to walk but I run back to you, that's why
I hate myself for loving you.
I hate myself for loving you.
Can't break free from the things that you do.
I want to walk but I run back to you, that's why
I hate myself for loving you.
I think of you every night and day.
You took my heart, then you took my pride away.
I hate myself for loving you.
Can't break free from the the things that you do.
I want to walk but I run back to you, that's why
I hate myself for loving you.
I hate myself for loving you.
I hate myself for loving you.",angry
Jonny Lang,Lie To Me,"Lie to me
and tell me everything is all right
Lie to me
and tell me that you'll stay here tonight
Tell me that you'll never leave,
And I'll just try to make believe
That everything you tell me is true
Lie to me, go ahead and lie to me
Lie to me, go ahead and lie to me
Lie to me
it doesn't matter anymore
It could never be the way it was before
If I can't hold on to you
Leave me with something I can hold onto,
For just a little while won't you let me be
Anyone can see
That you love him more than me
But right now, baby, let me pretend
That our love will never end
Lie to me, go ahead and lie to me
Lie to me, go ahead and lie to me
Lie to me, go ahead and lie to me
Lie to me, go ahead and lie to me",angry
The Doors,Love Her Madly,"Don't ya love her madly
Don't ya need her badly
Don't ya love her ways
Tell me what you say

Don't ya love her madly
Wanna be her daddy
Don't ya love her face
Don't ya love her as she's walkin' out the door
Like she did one thousand times before

Don't ya love her ways
Tell me what you say
Don't ya love her as she's walkin' out the door

All your love
All your love
All your love
All your love

All your love is gone
So sing a lonely song
Of a deep blue dream
Seven horses seem to be on the mark

Yeah, don't you love her
Don't you love her as she's walkin' out the door

All your love
All your love
All your love

Yeah, all your love is gone
So sing a lonely song
Of a deep blue dream
Seven horses seem to be on the mark

Well, don't ya love her madly
Don't ya love her madly
Don't ya love her madly
",happy
Eric Clapton,Cocaine,"What'll you do when you get lonely
And nobody's waiting by your side?
You've been running and hiding much too long.
You know it's just your foolish pride.
Layla, you've got me on my knees.
Layla, I'm begging, darling please.
Layla, darling won't you ease my worried mind.
I tried to give you consolation
When your old man had let you down.
Like a fool, I fell in love with you,
Turned my whole world upside down.
Layla, you've got me on my knees.
Layla, I'm begging, darling please.
Layla, darling won't you ease my worried mind.
Let's make the best of the situation
Before I finally go insane.
Please don't say I'll never find a way
And tell me all my love's in vain.
Layla, you've got me on my knees.
Layla, I'm begging, darling please.
Layla, darling won't you ease my worried mind.
Layla, you've got me on my knees.
Layla, I'm begging, darling please.
Layla, darling won't you ease my worried mind.",angry
Robert Cray,Smoking Gun,"I get a constant busy signal
When I call you on the phone
I get a strong uneasy feeling
You're not sitting there alone
I'm having nasty, nasty visions
And baby you're in every one, yeah
And I'm so afraid I'm gonna find you with
So-called smoking gun
Maybe you want to end it
You've had your fill of my kind of fun
But you don't know how to tell me
And you know that I'm not that dumb
I put two and one together
And you know that's not an even sum
And I know just where to catch you with
That well-known smokin' gun
I'm standing here bewildered
I can't remember just what I've done
I can hear the sirens whining
My eyes blinded by the sun
I know that I should be running
My heart's beating just like a drum
Now they've knocked me down and taken it
That still hot smokin' gun
Yeah still hot smokin' gun
They've taken it
Still hot and smokin' gun
Oh, they've taken it
Still hot and smokin' gun
They've knocked me down, they've taken it
Ooh-ooh
Aaah!",angry
Jefferson Airplane,Somebody To Love,"
When the truth is found
To be lies
And all the joy
Within you dies

Don't you want somebody to love?
Don't you need somebody to love?
Wouldn't you love somebody to love?
You better find somebody to love
Love

When the garden flowers
Baby, are dead, yes
And your mind, your mind
Is so full of red

Don't you want somebody to love?
Don't you need somebody to love?
Wouldn't you love somebody to love?
You better find somebody to love

Your eyes, I say your eyes
May look like his
Yeah, but in your head, baby
I'm afraid you don't know where it is

Don't you want somebody to love?
Don't you need somebody to love?
Wouldn't you love somebody to love?
You better find somebody to love

Tears are running
They're all running down your breast
And your friends, baby
They treat you like a guest

Don't you want somebody to love?
Don't you need somebody to love?
Wouldn't you love somebody to love?
You better find somebody to love",happy
Supertramp,Bloody Well Right,"So you think your schooling's phoney
I guess it's hard not to agree
You say it all depends on money
And who is in your family tree
Right, you're bloody well right
you know you got a right to say
Right, you're bloody well right
you know you got a right to say
Ha-ha you're bloody well right
you know you're right to say
Yeah-yeah you're bloody well right
you know you're right to say
Me, I don't care anyway!
Write your problems down in detail
Take them to a higher place
You've had your cry - no, I should say wail
In the meantime hush your face
Right, quite right, you're bloody well right
",angry
Ted Nugent,Cat Scratch Fever,"Well I don't know where they come from
But they sure do come
I hope they comin' for me
And I don't know how they do it but they sure do it good
I hope they doin' it for free
They give me cat scratch fever
Cat scratch fever
The first time that I got it
I was just ten years old
I got it from some kitty next door
I went and see the Dr. and he gave me the cure
I think I got it some more
They give me cat scratch fever
Cat scratch fever
I got a bad cat scratch fever
Cat scratch fever
It's nothin' dangerous I feel no pain
I've got to ch-ch-change
You know you got it when you're going insane
It makes a grown man cryin' cryin'
Won't you make my bed
I make the pussy purr with the stroke of my hand
They know they gettin' it from me
They know just where to go
When they need their lovin' man
They know I do it for free
I give 'em cat scratch fever
Cat scratch fever
They got it bad scratch fever
Cat scratch fever
Cat scratch fever
Cat scratch fever
Cat scratch fever
Cat scratch fever
Cat scratch fever
Cat scratch fever",sad
Alice Cooper,No More Mr. Nice Guy,"I used to be such a sweet, sweet thing
'Til they got a hold of me.
I opened doors for little old ladies,
I helped the blind to see.
I got no friends 'cause they read the papers.
They can't be seen with me and I'm gettin' real shot down
And I'm feeling mean.
No more Mister Nice Guy,
No more Mister Clean,
No more Mister Nice Guy,
They say he's sick, he's obscene.
I got no friends 'cause they read the papers.
They can't be seen with me and I'm feelin' real shot down
And I'm gettin' mean.
No more Mister Nice Guy,
No more Mister Clean,
No more Mister Nice Guy,
They say he's sick, he's obscene.
My dog bit me on the leg today.
My cat clawed my eyes.
Ma's been thrown out of the social circle,
And dad has to hide.
I went to church incognito.
When everybody rose, the Reverend Smith,
He recognized me,
And punched me in the nose, he said.
No more Mister Nice Guy,
No more Mister Clean,
No more Mister Nice Guy,
He said you're sick, you're obscene.
No more Mister Nice Guy,
No more Mister Clean,
No more Mister Nice Guy,
He said you're sick, you're obscene.",sad
Bing Crosby,Sweet Leilani,"Sweet Leilani
Heavenly flower
Nature fashioned roses kissed with dew
And then she placed them in a bower
It was the start of you
Sweet Leilani
Heavenly flower
I dreamed of paradise for two
You are my paradise completed
You are my dream come true
Sweet Leilani
Heavenly flower
Tropic skies are jealous as they shine
I think they're jealous of your blue eyes
Jealous because you're mine
Sweet Leilani
Heavenly flower
I dreamed of paradise for two
You are my paradise completed
You are my dream come true
You are my paradise completed
You are my dream come true",relaxed
Neil Young,Heart Of Gold,"I want to live
I want to give
I've been a miner for a heart of gold
It's these expressions
I never give
That keep me searching for a heart of gold

And I'm getting old
Keep me searching for a heart of gold
And I'm getting old

I've been to Hollywood
I've been to Redwood
I crossed the ocean for a heart of gold
I've been in my mind
It's such a fine line
That keeps me searching for a heart of gold

And I'm getting old
Keeps me searching for a heart of gold
And I'm getting old

Keep me searching for a heart of gold
You keep me searching and I'm growing old
Keep me searching for a heart of gold
I've been a miner for a heart of gold
",happy
Boston,Let Me Take You Home Tonight,"Now I'm not like this, I'm really kind of shy
But I get this feeling whenever you walk by
I don't want to down you, I want to make you high
If you you could see your way to me, come on and let me try
Let me take you home tonight
Mamma now it's alright
Let me take you home tonight
I'll show you sweet delight
You must understand this, I've watched you for so long
That I feel I've known you, I know it can't be wrong
If we just get together, I want to make you see
I'm dreaming of your sweet love tonight, so mamma let it be
Let me take you home tonight
Mamma now it's alright
Let me take you home tonight
I'll show you sweet delight
I don't want to make excuses, I don't want to lie
I just got to get loose
With you tonight
Let me take you home tonight
Mamma now it's alright
Let me take you home tonight
I'll show you sweet delight
I don't want to make excuses, I don't want lie
I just got to get loose
With you tonight
I don't want to down you, I want to make you high
And I get this feeling whenever you walk by
If we just get together, I want to make you see
I'm dreamin' of your sweet love tonight, so mamma let it be
Let me take you home tonight
Mamma now it's alright
Let me take you home tonight
I'll show you sweet delight
I want to show you sweet delight, show ya sweet delight
Pretty mamma want to show ya sweet delight
Let me take you home tonight
You know I want to take you home
Let me take you home tonight
I don't want to be alone
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight
I don't want take you home
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight",relaxed
Scorpions,Still Loving You,"Time, it needs time to win back your love again
I will be there, I will be there
Love, only love can bring back your love someday
I will be there, I will be there

Fight, babe, I'll fight to win back your love again
I will be there, I will be there
Love, only love can bring down the wall someday
I will be there, I will be there

If we go again all the way from the start
I would try to change the things that killed our love
Your pride has built a wall, so strong that I can't get through
Is there really no chance to start once again? I'm loving you

Try, baby, try to trust in my love again
I will be there, I will be there
Love, our love just shouldn't be thrown away
I will be there, I will be there

If we'd go again, all the way from the start
I would try to change the things that killed our love
Your pride has built a wall, so strong that I can't get through
Is there really no chance to start once again?

If we'd go again, all the way from the start
I would try to change the things that killed our love
Yes, I've hurt your pride, and I know what you've been through
You should give me a chance, this can't be the end

I'm still loving you
I'm still loving you
I'm still loving you
I need your love
I'm still loving you

Still loving you, baby

Still loving you
I need your love
Still loving you
I need your love, oh
Still loving you
I need your love, oh
I need your love
I need your love",happy
